state,sector,gas,year,value,asset_count
Mizoram,transportation,co2,2022,176450.49107654672,9
Mizoram,transportation,co2,2023,223422.71405008595,9
Mizoram,transportation,co2,2024,247494.16247885185,9
Mizoram,transportation,co2,2025,294560.45253652695,9
Mizoram,transportation,n2o,2021,7.949870119633124,9
Mizoram,transportation,n2o,2022,9.863008762883123,9
Mizoram,transportation,n2o,2023,12.686814756498213,9
Mizoram,transportation,n2o,2024,13.936391367381669,9
Mizoram,transportation,n2o,2025,16.6604067919073,9
NCT of Delhi,manufacturing,ch4,2021,3.454956107433792,28
NCT of Delhi,manufacturing,ch4,2022,4.1037427086656,28
NCT of Delhi,manufacturing,ch4,2023,4.332853172494448,28
NCT of Delhi,manufacturing,ch4,2024,4.332853172494448,28
NCT of Delhi,manufacturing,ch4,2025,4.332853172494448,28
NCT of Delhi,manufacturing,co2,2021,56687.15068773409,28
NCT of Delhi,manufacturing,co2,2022,59333.83493934735,28
NCT of Delhi,manufacturing,co2,2023,60571.57623497221,28
NCT of Delhi,manufacturing,co2,2024,60571.576235972214,28
NCT of Delhi,manufacturing,co2,2025,60571.576235972214,28
NCT of Delhi,manufacturing,n2o,2021,0.4452548817872883,28
NCT of Delhi,manufacturing,n2o,2022,0.5368106712742486,28
NCT of Delhi,manufacturing,n2o,2023,0.5802401858240073,28
NCT of Delhi,manufacturing,n2o,2024,0.5802401858240072,28
NCT of Delhi,manufacturing,n2o,2025,0.5802401858240072,28
NCT of Delhi,power,ch4,2021,0.0,10
NCT of Delhi,power,ch4,2022,0.0,10
NCT of Delhi,power,ch4,2023,0.0,10
NCT of Delhi,power,ch4,2024,0.0,10
NCT of Delhi,power,ch4,2025,0.0,10
NCT of Delhi,power,co2,2021,2089137.42,10
NCT of Delhi,power,co2,2022,1732052.36,10
NCT of Delhi,power,co2,2023,1503666.61,10
NCT of Delhi,power,co2,2024,1696027.12,10
NCT of Delhi,power,co2,2025,1154875.96,10
NCT of Delhi,power,n2o,2021,0.0,10
NCT of Delhi,power,n2o,2022,0.0,10
NCT of Delhi,power,n2o,2023,0.0,10
NCT of Delhi,power,n2o,2024,0.0,10
NCT of Delhi,power,n2o,2025,0.0,10
NCT of Delhi,transportation,ch4,2021,152.2095540344892,3
NCT of Delhi,transportation,ch4,2022,175.50628193593676,3
NCT of Delhi,transportation,ch4,2023,192.59662189937688,3
NCT of Delhi,transportation,ch4,2024,197.78384540634883,3
NCT of Delhi,transportation,ch4,2025,198.46152479124933,3
NCT of Delhi,transportation,co2,2021,6056667.37608473,3
NCT of Delhi,transportation,co2,2022,8197076.713140158,3
NCT of Delhi,transportation,co2,2023,8925208.410133006,3
NCT of Delhi,transportation,co2,2024,9476937.980609935,3
NCT of Delhi,transportation,co2,2025,9265997.15257645,3
NCT of Delhi,transportation,n2o,2021,226.13448237069946,3
NCT of Delhi,transportation,n2o,2022,290.1109493567384,3
NCT of Delhi,transportation,n2o,2023,317.35085852956814,3
NCT of Delhi,transportation,n2o,2024,332.8198874648715,3
NCT of Delhi,transportation,n2o,2025,328.01791207901584,3
Nagaland,transportation,ch4,2021,15.946114813731482,12
Nagaland,transportation,ch4,2022,17.668810206403535,12
Nagaland,transportation,ch4,2023,19.678019651890484,12
Nagaland,transportation,ch4,2024,20.637067195885965,12
Nagaland,transportation,ch4,2025,20.639661467723933,12
Nagaland,transportation,co2,2021,257800.69230013932,12
Nagaland,transportation,co2,2022,287681.2736949393,12
Nagaland,transportation,co2,2023,319241.41929486016,12
Nagaland,transportation,co2,2024,334646.35683418746,12
Nagaland,transportation,co2,2025,336638.7849893907,12
Nagaland,transportation,n2o,2021,14.838871517420932,12
Nagaland,transportation,n2o,2022,16.484292195140164,12
Nagaland,transportation,n2o,2023,18.32525761840511,12
Nagaland,transportation,n2o,2024,19.189047344599615,12
Nagaland,transportation,n2o,2025,19.237165651709404,12
Odisha,manufacturing,ch4,2021,0.0,30
Odisha,manufacturing,ch4,2022,0.0,30
Odisha,manufacturing,ch4,2023,0.0,30
Odisha,manufacturing,ch4,2024,0.0,30
Odisha,manufacturing,ch4,2025,0.0,30
Odisha,manufacturing,co2,2021,79183386.11806525,30
Odisha,manufacturing,co2,2022,81124932.81075996,30
Odisha,manufacturing,co2,2023,91405337.20731322,30
Odisha,manufacturing,co2,2024,91785226.37002479,30
Odisha,manufacturing,co2,2025,98376309.93478271,30
Odisha,manufacturing,n2o,2021,0.0,30
Odisha,manufacturing,n2o,2022,0.0,30
Odisha,manufacturing,n2o,2023,0.0,30
Odisha,manufacturing,n2o,2024,0.0,30
Odisha,manufacturing,n2o,2025,0.0,30
Odisha,power,ch4,2021,0.0,34
Odisha,power,ch4,2022,0.0,34
Odisha,power,ch4,2023,0.0,34
Odisha,power,ch4,2024,0.0,34
Odisha,power,ch4,2025,0.0,34
Odisha,power,co2,2021,94370020.0,34
Odisha,power,co2,2022,99779517.0,34
Odisha,power,co2,2023,105870453.0,34
Odisha,power,co2,2024,109014891.6,34
Odisha,power,co2,2025,109439150.0,34
Odisha,power,n2o,2021,0.0,34
Odisha,power,n2o,2022,0.0,34
Odisha,power,n2o,2023,0.0,34
Odisha,power,n2o,2024,0.0,34
Odisha,power,n2o,2025,0.0,34
Odisha,transportation,ch4,2021,151.77591523096723,46
Odisha,transportation,ch4,2022,157.43537751335072,46
Odisha,transportation,ch4,2023,218.29350532367397,46
Odisha,transportation,ch4,2024,414.88023659694375,46
Odisha,transportation,ch4,2025,288.868574365894,46
Odisha,transportation,co2,2021,3955603.4145832034,46
Odisha,transportation,co2,2022,4030730.679800665,46
Odisha,transportation,co2,2023,4470676.0026276335,46
Odisha,transportation,co2,2024,4682187.91624851,46
Odisha,transportation,co2,2025,4788344.743936832,46
Odisha,transportation,n2o,2021,219.8337400607113,46
Odisha,transportation,n2o,2022,222.9235550881757,46
Odisha,transportation,n2o,2023,246.84564339546128,46
Odisha,transportation,n2o,2024,257.2089029548094,46
Odisha,transportation,n2o,2025,261.86504175053483,46
Puducherry,power,ch4,2021,0.0,1
Puducherry,power,ch4,2022,0.0,1
Puducherry,power,ch4,2023,0.0,1
Puducherry,power,ch4,2024,0.0,1
Puducherry,power,ch4,2025,0.0,1
Puducherry,power,co2,2021,108735.0,1
Puducherry,power,co2,2022,109311.0,1
Puducherry,power,co2,2023,110496.0,1
Puducherry,power,co2,2024,98756.0,1
Puducherry,power,co2,2025,81912.6,1
Puducherry,power,n2o,2021,0.0,1
Puducherry,power,n2o,2022,0.0,1
Puducherry,power,n2o,2023,0.0,1
Puducherry,power,n2o,2024,0.0,1
Puducherry,power,n2o,2025,0.0,1
Puducherry,transportation,ch4,2021,14.469778275590622,10
Puducherry,transportation,ch4,2022,15.096561202370946,10
Puducherry,transportation,ch4,2023,16.519105537693413,10
Puducherry,transportation,ch4,2024,16.81771205631824,10
Puducherry,transportation,ch4,2025,16.335127756796876,10
Puducherry,transportation,co2,2021,316902.80052352784,10
Puducherry,transportation,co2,2022,335353.5533340954,10
Puducherry,transportation,co2,2023,403947.8278712906,10
Puducherry,transportation,co2,2024,413389.1206095725,10
Puducherry,transportation,co2,2025,371363.26163251523,10
Puducherry,transportation,n2o,2021,17.57296160590329,10
Puducherry,transportation,n2o,2022,18.674353799837412,10
Puducherry,transportation,n2o,2023,22.489596909590446,10
Puducherry,transportation,n2o,2024,22.975132269911555,10
Puducherry,transportation,n2o,2025,20.52630020616886,10
Punjab,manufacturing,ch4,2021,4.478646805932693,39
Punjab,manufacturing,ch4,2022,5.319666474196148,39
Punjab,manufacturing,ch4,2023,4354.548083519897,39
Punjab,manufacturing,ch4,2024,4650.9666615199,39
Punjab,manufacturing,ch4,2025,4699.9476205198,39
Punjab,manufacturing,co2,2021,964228.6121996293,39
Punjab,manufacturing,co2,2022,1012826.8866988244,39
Punjab,manufacturing,co2,2023,2440515.780151551,39
Punjab,manufacturing,co2,2024,2509784.7946026316,39
Punjab,manufacturing,co2,2025,2489622.6583592165,39
Punjab,manufacturing,n2o,2021,0.5771822541687073,39
Punjab,manufacturing,n2o,2022,0.6958656849851376,39
Punjab,manufacturing,n2o,2023,0.7521632038459356,39
Punjab,manufacturing,n2o,2024,0.7521632038459357,39
Punjab,manufacturing,n2o,2025,0.7521632038459356,39
Punjab,power,ch4,2021,0.0,18
Punjab,power,ch4,2022,0.0,18
Punjab,power,ch4,2023,0.0,18
Punjab,power,ch4,2024,0.0,18
Punjab,power,ch4,2025,0.0,18
Punjab,power,co2,2021,21353936.0,18
Punjab,power,co2,2022,28294956.0,18
Punjab,power,co2,2023,30780931.0,18
Punjab,power,co2,2024,32103895.0,18
Punjab,power,co2,2025,30899174.0,18
Punjab,power,n2o,2021,0.0,18
Punjab,power,n2o,2022,0.0,18
Punjab,power,n2o,2023,0.0,18
Punjab,power,n2o,2024,0.0,18
Punjab,power,n2o,2025,0.0,18
Punjab,transportation,ch4,2021,205.37038363558895,28
Punjab,transportation,ch4,2022,233.40728940440422,28
Punjab,transportation,ch4,2023,332.2530217319928,28
Punjab,transportation,ch4,2024,351.8456026972504,28
Punjab,transportation,ch4,2025,355.5053354806604,28
Punjab,transportation,co2,2021,3458797.657039628,28
Punjab,transportation,co2,2022,3997537.1345849857,28
Punjab,transportation,co2,2023,5646415.829220727,28
Punjab,transportation,co2,2024,6039261.48096211,28
Punjab,transportation,co2,2025,6080945.300592575,28
Punjab,transportation,n2o,2021,190.58454222049937,28
Punjab,transportation,n2o,2022,217.96273583738272,28
Punjab,transportation,n2o,2023,309.95690902615263,28
Punjab,transportation,n2o,2024,328.5547423693384,28
Punjab,transportation,n2o,2025,331.46348321142074,28
Rajasthan,manufacturing,ch4,2021,2.047381396997803,40
Rajasthan,manufacturing,ch4,2022,2.4318475310610976,40
Rajasthan,manufacturing,ch4,2023,2.5676166948115244,40
Rajasthan,manufacturing,ch4,2024,2.5676166948115244,40
Rajasthan,manufacturing,ch4,2025,2.5676166948115244,40
Rajasthan,manufacturing,co2,2021,27465560.518812824,40
Rajasthan,manufacturing,co2,2022,29920697.331334926,40
Rajasthan,manufacturing,co2,2023,32266449.87469422,40
Rajasthan,manufacturing,co2,2024,32135184.58018745,40
Rajasthan,manufacturing,co2,2025,30225628.327177934,40
Rajasthan,manufacturing,n2o,2021,0.2638547447628375,40
Rajasthan,manufacturing,n2o,2022,0.3181100274217771,40
Rajasthan,manufacturing,n2o,2023,0.343846036043856,40
Rajasthan,manufacturing,n2o,2024,0.343846036043856,40
Rajasthan,manufacturing,n2o,2025,0.343846036043856,40
Rajasthan,power,ch4,2021,0.0,41
Rajasthan,power,ch4,2022,0.0,41
Rajasthan,power,ch4,2023,0.0,41
Rajasthan,power,ch4,2024,0.0,41
Rajasthan,power,ch4,2025,0.0,41
Rajasthan,power,co2,2021,58135472.4,41
Rajasthan,power,co2,2022,66054216.9,41
Rajasthan,power,co2,2023,68481099.5,41
Rajasthan,power,co2,2024,73566892.2,41
Rajasthan,power,co2,2025,67797454.0,41
Rajasthan,power,n2o,2021,0.0,41
Rajasthan,power,n2o,2022,0.0,41
Rajasthan,power,n2o,2023,0.0,41
Rajasthan,power,n2o,2024,0.0,41
Rajasthan,power,n2o,2025,0.0,41
Rajasthan,transportation,ch4,2021,436.8041098240892,41
Rajasthan,transportation,ch4,2022,496.25614501177597,41
Rajasthan,transportation,ch4,2023,531.4750934723174,41
Rajasthan,transportation,ch4,2024,566.4149193189273,41
Rajasthan,transportation,ch4,2025,593.5549915856055,41
Rajasthan,transportation,co2,2021,7479401.726660217,41
Rajasthan,transportation,co2,2022,8560578.71715803,41
Rajasthan,transportation,co2,2023,9074662.949326493,41
Rajasthan,transportation,co2,2024,9739309.557112819,41
Rajasthan,transportation,co2,2025,10203873.426441304,41
Rajasthan,transportation,n2o,2021,406.60308746634354,41
Rajasthan,transportation,n2o,2022,462.4228413587912,41
Rajasthan,transportation,n2o,2023,495.1755810936329,41
Rajasthan,transportation,n2o,2024,527.317198781038,41
Rajasthan,transportation,n2o,2025,552.5132034006275,41
Sikkim,transportation,ch4,2021,6.872397406338363,5
Sikkim,transportation,ch4,2022,6.759208615742409,5
Sikkim,transportation,ch4,2023,6.944569437382262,5
Sikkim,transportation,ch4,2024,7.84914126350324,5
Sikkim,transportation,ch4,2025,8.491656318871664,5
Sikkim,transportation,co2,2021,110001.66625266292,5
Sikkim,transportation,co2,2022,108146.94448669825,5
Sikkim,transportation,co2,2023,109209.21571690879,5
Sikkim,transportation,co2,2024,123254.60804670364,5
Sikkim,transportation,co2,2025,132757.8667016833,5
Sikkim,transportation,n2o,2021,6.375082351399894,5
Sikkim,transportation,n2o,2022,6.269981541900221,5
Sikkim,transportation,n2o,2023,6.398093551557169,5
Sikkim,transportation,n2o,2024,7.227543725659716,5
Sikkim,transportation,n2o,2025,7.805074992794608,5
Tamil Nadu,manufacturing,ch4,2021,31.09460496690423,266
Tamil Nadu,manufacturing,ch4,2022,36.93368437799051,266
Tamil Nadu,manufacturing,ch4,2023,38.99567855244998,266
Tamil Nadu,manufacturing,ch4,2024,38.99567855244998,266
Tamil Nadu,manufacturing,ch4,2025,38.99567855244998,266
Tamil Nadu,manufacturing,co2,2021,18965956.655506607,266
Tamil Nadu,manufacturing,co2,2022,19616876.962040093,266
Tamil Nadu,manufacturing,co2,2023,22011156.071102258,266
Tamil Nadu,manufacturing,co2,2024,20116657.880148575,266
Tamil Nadu,manufacturing,co2,2025,20596523.097121805,266
Tamil Nadu,manufacturing,n2o,2021,4.007293936085605,266
Tamil Nadu,manufacturing,n2o,2022,4.831296041468233,266
Tamil Nadu,manufacturing,n2o,2023,5.222161672416075,266
Tamil Nadu,manufacturing,n2o,2024,5.222161672416075,266
Tamil Nadu,manufacturing,n2o,2025,5.222161672416075,266
Tamil Nadu,power,ch4,2021,0.0,50
Tamil Nadu,power,ch4,2022,0.0,50
Tamil Nadu,power,ch4,2023,0.0,50
Tamil Nadu,power,ch4,2024,0.0,50
Tamil Nadu,power,ch4,2025,0.0,50
Tamil Nadu,power,co2,2021,68449963.6,50
Tamil Nadu,power,co2,2022,75674366.5,50
Tamil Nadu,power,co2,2023,86600548.21,50
Tamil Nadu,power,co2,2024,89041928.1,50
Tamil Nadu,power,co2,2025,82082060.56,50
Tamil Nadu,power,n2o,2021,0.0,50
Tamil Nadu,power,n2o,2022,0.0,50
Tamil Nadu,power,n2o,2023,0.0,50
Tamil Nadu,power,n2o,2024,0.0,50
Tamil Nadu,power,n2o,2025,0.0,50
Tamil Nadu,transportation,ch4,2021,874.969099575018,59
Tamil Nadu,transportation,ch4,2022,729.6392939628121,59
Tamil Nadu,transportation,ch4,2023,728.7874419674937,59
Tamil Nadu,transportation,ch4,2024,881.2525213538205,59
Tamil Nadu,transportation,ch4,2025,1113.454423796383,59
Tamil Nadu,transportation,co2,2021,13006669.932190053,59
Tamil Nadu,transportation,co2,2022,14513633.515422776,59
Tamil Nadu,transportation,co2,2023,15396162.572933283,59
Tamil Nadu,transportation,co2,2024,16364853.01228998,59
Tamil Nadu,transportation,co2,2025,19016719.16244535,59
Tamil Nadu,transportation,n2o,2021,686.5022139939904,59
Tamil Nadu,transportation,n2o,2022,758.4147178012836,59
Tamil Nadu,transportation,n2o,2023,801.5408435206153,59
Tamil Nadu,transportation,n2o,2024,850.2669574644422,59
Tamil Nadu,transportation,n2o,2025,992.151925992355,59
Telangana,manufacturing,ch4,2021,0.7677680238741762,25
Telangana,manufacturing,ch4,2022,0.9119428241479116,25
Telangana,manufacturing,ch4,2023,0.9628562605543216,25
Telangana,manufacturing,ch4,2024,0.9628562605543216,25
Telangana,manufacturing,ch4,2025,0.9628562605543216,25
Telangana,manufacturing,co2,2021,13842539.590556258,25
Telangana,manufacturing,co2,2022,13056063.724224057,25
Telangana,manufacturing,co2,2023,13629682.742583979,25
Telangana,manufacturing,co2,2024,13287463.006521136,25
Telangana,manufacturing,co2,2025,14103051.918270675,25
Telangana,manufacturing,n2o,2021,0.0989455292860641,25
Telangana,manufacturing,n2o,2022,0.1192912602831664,25
Telangana,manufacturing,n2o,2023,0.128942263516446,25
Telangana,manufacturing,n2o,2024,0.128942263516446,25
Telangana,manufacturing,n2o,2025,0.128942263516446,25
Telangana,power,ch4,2021,0.0,13
Telangana,power,ch4,2022,0.0,13
Telangana,power,ch4,2023,0.0,13
Telangana,power,ch4,2024,0.0,13
Telangana,power,ch4,2025,0.0,13
Telangana,power,co2,2021,45827585.0,13
Telangana,power,co2,2022,47249340.0,13
Telangana,power,co2,2023,50670271.0,13
Telangana,power,co2,2024,54353524.0,13
Telangana,power,co2,2025,57239073.0,13
Telangana,power,n2o,2021,0.0,13
Telangana,power,n2o,2022,0.0,13
Telangana,power,n2o,2023,0.0,13
Telangana,power,n2o,2024,0.0,13
Telangana,power,n2o,2025,0.0,13
Telangana,transportation,ch4,2021,350.12425376966723,14
Telangana,transportation,ch4,2022,364.82977813883053,14
Telangana,transportation,ch4,2023,379.7891586358159,14
Telangana,transportation,ch4,2024,397.68983859193105,14
Telangana,transportation,ch4,2025,410.888307563071,14
Telangana,transportation,co2,2021,6538916.099928955,14
Telangana,transportation,co2,2022,7076032.389414718,14
Telangana,transportation,co2,2023,7387709.07407492,14
Telangana,transportation,co2,2024,7865877.482228014,14
Telangana,transportation,co2,2025,8168900.935949802,14
Telangana,transportation,n2o,2021,339.33782877491984,14
Telangana,transportation,n2o,2022,359.9259619315086,14
Telangana,transportation,n2o,2023,375.15628023608974,14
Telangana,transportation,n2o,2024,395.1193497816084,14
Telangana,transportation,n2o,2025,409.2353898258792,14
Tripura,power,ch4,2021,0.0,5
Tripura,power,ch4,2022,0.0,5
Tripura,power,ch4,2023,0.0,5
Tripura,power,ch4,2024,0.0,5
Tripura,power,ch4,2025,0.0,5
Tripura,power,co2,2021,3053780.0,5
Tripura,power,co2,2022,3215457.0,5
Tripura,power,co2,2023,3094733.0,5
Tripura,power,co2,2024,2327924.16,5
Tripura,power,co2,2025,2243831.11,5
Tripura,power,n2o,2021,0.0,5
Tripura,power,n2o,2022,0.0,5
Tripura,power,n2o,2023,0.0,5
Tripura,power,n2o,2024,0.0,5
Tripura,power,n2o,2025,0.0,5
Tripura,transportation,ch4,2021,7.073877525105731,9
Tripura,transportation,ch4,2022,12.023963025745191,9
Tripura,transportation,ch4,2023,17.283261330959732,9
Tripura,transportation,ch4,2024,19.204914137059426,9
Tripura,transportation,ch4,2025,19.58464492968247,9
Tripura,transportation,co2,2021,144443.73894798255,9
Tripura,transportation,co2,2022,229454.93241894376,9
Tripura,transportation,co2,2023,314878.40716784523,9
Tripura,transportation,co2,2024,346196.8503427747,9
Tripura,transportation,co2,2025,356698.04082918784,9
Tripura,transportation,n2o,2021,7.2158837598741,9
Tripura,transportation,n2o,2022,11.85389986919683,9
Tripura,transportation,n2o,2023,16.658997663877443,9
Tripura,transportation,n2o,2024,18.402601598031556,9
Tripura,transportation,n2o,2025,18.854817415559204,9
Uttar Pradesh,manufacturing,ch4,2021,3814.884644814794,132
Uttar Pradesh,manufacturing,ch4,2022,3603.699377953648,132
Uttar Pradesh,manufacturing,ch4,2023,3462.321643254511,132
Uttar Pradesh,manufacturing,ch4,2024,3696.986351254512,132
Uttar Pradesh,manufacturing,ch4,2025,3735.762943654513,132
Uttar Pradesh,manufacturing,co2,2021,19296388.39056104,132
Uttar Pradesh,manufacturing,co2,2022,20986666.77496332,132
Uttar Pradesh,manufacturing,co2,2023,22762463.982795943,132
Uttar Pradesh,manufacturing,co2,2024,22890078.749216016,132
Uttar Pradesh,manufacturing,co2,2025,22945462.73214315,132
Uttar Pradesh,manufacturing,n2o,2021,1.9954015072689637,132
Uttar Pradesh,manufacturing,n2o,2022,2.405707082377188,132
Uttar Pradesh,manufacturing,n2o,2023,2.6003356475816664,132
Uttar Pradesh,manufacturing,n2o,2024,2.6003356475816664,132
Uttar Pradesh,manufacturing,n2o,2025,2.6003356475816664,132
Uttar Pradesh,power,ch4,2021,0.0,56
Uttar Pradesh,power,ch4,2022,0.0,56
Uttar Pradesh,power,ch4,2023,0.0,56
Uttar Pradesh,power,ch4,2024,0.0,56
Uttar Pradesh,power,ch4,2025,0.0,56
Uttar Pradesh,power,co2,2021,131487276.29999998,56
Uttar Pradesh,power,co2,2022,149827857.61,56
Uttar Pradesh,power,co2,2023,154307667.41,56
Uttar Pradesh,power,co2,2024,163266902.2,56
Uttar Pradesh,power,co2,2025,165343155.2,56
Uttar Pradesh,power,n2o,2021,0.0,56
Uttar Pradesh,power,n2o,2022,0.0,56
Uttar Pradesh,power,n2o,2023,0.0,56
Uttar Pradesh,power,n2o,2024,0.0,56
Uttar Pradesh,power,n2o,2025,0.0,56
Uttar Pradesh,transportation,ch4,2021,587.4228388983117,94
Uttar Pradesh,transportation,ch4,2022,859.2070027921391,94
Uttar Pradesh,transportation,ch4,2023,1014.508581450782,94
Uttar Pradesh,transportation,ch4,2024,1074.9654155457247,94
Uttar Pradesh,transportation,ch4,2025,1107.3744082370904,94
Uttar Pradesh,transportation,co2,2021,10076013.404015388,94
Uttar Pradesh,transportation,co2,2022,14752750.391106347,94
Uttar Pradesh,transportation,co2,2023,17174598.361203264,94
Uttar Pradesh,transportation,co2,2024,18404457.760754906,94
Uttar Pradesh,transportation,co2,2025,19031202.75827126,94
Uttar Pradesh,transportation,n2o,2021,548.8480673530535,94
Uttar Pradesh,transportation,n2o,2022,800.3197342313875,94
Uttar Pradesh,transportation,n2o,2023,943.0489541939066,94
Uttar Pradesh,transportation,n2o,2024,1000.1832331551232,94
Uttar Pradesh,transportation,n2o,2025,1032.0458746650384,94
Uttarakhand,manufacturing,ch4,2021,0.7677680238741762,6
Uttarakhand,manufacturing,ch4,2022,0.9119428241479116,6
Uttarakhand,manufacturing,ch4,2023,0.9628562605543216,6
Uttarakhand,manufacturing,ch4,2024,0.9628562605543216,6
Uttarakhand,manufacturing,ch4,2025,0.9628562605543214,6
Uttarakhand,manufacturing,co2,2021,4550.833300163127,6
Uttarakhand,manufacturing,co2,2022,5138.98535607719,6
Uttarakhand,manufacturing,co2,2023,5414.038977327156,6
Uttarakhand,manufacturing,co2,2024,5414.038977327155,6
Uttarakhand,manufacturing,co2,2025,5414.038977327156,6
Uttarakhand,manufacturing,n2o,2021,0.0989455292860641,6
Uttarakhand,manufacturing,n2o,2022,0.1192912602831664,6
Uttarakhand,manufacturing,n2o,2023,0.128942263516446,6
Uttarakhand,manufacturing,n2o,2024,0.128942263516446,6
Uttarakhand,manufacturing,n2o,2025,0.128942263516446,6
Uttarakhand,power,ch4,2021,0.0,1
Uttarakhand,power,ch4,2022,0.0,1
Uttarakhand,power,ch4,2023,0.0,1
Uttarakhand,power,ch4,2024,0.0,1
Uttarakhand,power,ch4,2025,0.0,1
Uttarakhand,power,co2,2021,479540.0,1
Uttarakhand,power,co2,2022,514390.0,1
Uttarakhand,power,co2,2023,563350.0,1
Uttarakhand,power,co2,2024,575590.0,1
Uttarakhand,power,co2,2025,574140.0,1
Uttarakhand,power,n2o,2021,0.0,1
Uttarakhand,power,n2o,2022,0.0,1
Uttarakhand,power,n2o,2023,0.0,1
Uttarakhand,power,n2o,2024,0.0,1
Uttarakhand,power,n2o,2025,0.0,1
Uttarakhand,transportation,ch4,2021,73.32830479983687,18
Uttarakhand,transportation,ch4,2022,91.54612907974037,18
Uttarakhand,transportation,ch4,2023,111.89399570243316,18
Uttarakhand,transportation,ch4,2024,119.9386555035857,18
Uttarakhand,transportation,ch4,2025,122.0972556475904,18
Uttarakhand,transportation,co2,2021,1202322.1249788185,18
Uttarakhand,transportation,co2,2022,1521375.8266140423,18
Uttarakhand,transportation,co2,2023,1834074.641186055,18
Uttarakhand,transportation,co2,2024,1980130.3511363699,18
Uttarakhand,transportation,co2,2025,2023842.2636172262,18
Uttarakhand,transportation,n2o,2021,68.28442040369507,18
Uttarakhand,transportation,n2o,2022,85.48032026525905,18
Uttarakhand,transportation,n2o,2023,104.14350251020711,18
Uttarakhand,transportation,n2o,2024,111.51778976584113,18
Uttarakhand,transportation,n2o,2025,113.72356473593014,18
West Bengal,manufacturing,ch4,2021,1868.675884071622,32
West Bengal,manufacturing,ch4,2022,1763.9400194724433,32
West Bengal,manufacturing,ch4,2023,1694.1396777816622,32
West Bengal,manufacturing,ch4,2024,1809.4135687816631,32
West Bengal,manufacturing,ch4,2025,1612.4321303815632,32
West Bengal,manufacturing,co2,2021,15467462.186999295,32
West Bengal,manufacturing,co2,2022,15635582.121568896,32
West Bengal,manufacturing,co2,2023,16389037.010042045,32
West Bengal,manufacturing,co2,2024,18063212.406402115,32
West Bengal,manufacturing,co2,2025,20423546.871705834,32
West Bengal,manufacturing,n2o,2021,0.2968365878581922,32
West Bengal,manufacturing,n2o,2022,0.3578737808494991,32
West Bengal,manufacturing,n2o,2023,0.386826790549338,32
West Bengal,manufacturing,n2o,2024,0.386826790549338,32
West Bengal,manufacturing,n2o,2025,0.386826790549338,32
West Bengal,power,ch4,2021,0.0,23
West Bengal,power,ch4,2022,0.0,23
West Bengal,power,ch4,2023,0.0,23
West Bengal,power,ch4,2024,0.0,23
West Bengal,power,ch4,2025,0.0,23
West Bengal,power,co2,2021,79246701.82,23
West Bengal,power,co2,2022,81235735.88,23
West Bengal,power,co2,2023,85414367.85,23
West Bengal,power,co2,2024,86801748.57,23
West Bengal,power,co2,2025,84900667.59,23
West Bengal,power,n2o,2021,0.0,23
West Bengal,power,n2o,2022,0.0,23
West Bengal,power,n2o,2023,0.0,23
West Bengal,power,n2o,2024,0.0,23
West Bengal,power,n2o,2025,0.0,23
West Bengal,transportation,ch4,2021,224.939331902015,38
West Bengal,transportation,ch4,2022,391.2735870843142,38
West Bengal,transportation,ch4,2023,501.3469601857602,38
West Bengal,transportation,ch4,2024,534.6736273134675,38
West Bengal,transportation,ch4,2025,542.8574539880967,38
West Bengal,transportation,co2,2021,5590583.826631999,38
West Bengal,transportation,co2,2022,8576536.16991077,38
West Bengal,transportation,co2,2023,10562326.286169674,38
West Bengal,transportation,co2,2024,11033246.671188723,38
West Bengal,transportation,co2,2025,11162980.311333798,38
West Bengal,transportation,n2o,2021,289.44221601742856,38
West Bengal,transportation,n2o,2022,448.976828681549,38
West Bengal,transportation,n2o,2023,558.3212687952849,38
West Bengal,transportation,n2o,2024,582.6018193563201,38
West Bengal,transportation,n2o,2025,586.35407287695,38
