sector,subsector,gas,state,min,max,mean
transportation,international-shipping,n2o,Andhra Pradesh,5,5,5.0
transportation,international-shipping,n2o,Daman and Diu,1,1,1.0
transportation,international-shipping,n2o,Goa,3,3,3.0
transportation,international-shipping,n2o,Gujarat,37,37,37.0
transportation,international-shipping,n2o,Karnataka,4,4,4.0
transportation,international-shipping,n2o,Kerala,7,7,7.0
transportation,international-shipping,n2o,Lakshadweep,3,3,3.0
transportation,international-shipping,n2o,Maharashtra,21,21,21.0
transportation,international-shipping,n2o,Odisha,5,5,5.0
transportation,international-shipping,n2o,Puducherry,3,3,3.0
transportation,international-shipping,n2o,Tamil Nadu,8,8,8.0
transportation,international-shipping,n2o,West Bengal,6,6,6.0
transportation,road-transportation,ch4,Andaman and Nicobar,3,3,3.0
transportation,road-transportation,ch4,Andhra Pradesh,13,13,13.0
transportation,road-transportation,ch4,Arunachal Pradesh,22,22,22.0
transportation,road-transportation,ch4,Assam,27,27,27.0
transportation,road-transportation,ch4,Bihar,38,38,38.0
transportation,road-transportation,ch4,Chandigarh,1,1,1.0
transportation,road-transportation,ch4,Chhattisgarh,27,27,27.0
transportation,road-transportation,ch4,Dadra and Nagar Haveli,1,1,1.0
transportation,road-transportation,ch4,Daman and Diu,2,2,2.0
transportation,road-transportation,ch4,Goa,2,2,2.0
transportation,road-transportation,ch4,Gujarat,33,33,33.0
transportation,road-transportation,ch4,Haryana,21,21,21.0
transportation,road-transportation,ch4,Himachal Pradesh,15,15,15.0
transportation,road-transportation,ch4,Jammu and Kashmir,22,22,22.0
transportation,road-transportation,ch4,Jharkhand,24,24,24.0
transportation,road-transportation,ch4,Karnataka,30,30,30.0
transportation,road-transportation,ch4,Kerala,14,14,14.0
transportation,road-transportation,ch4,Lakshadweep,1,1,1.0
transportation,road-transportation,ch4,Madhya Pradesh,51,51,51.0
transportation,road-transportation,ch4,Maharashtra,36,36,36.0
transportation,road-transportation,ch4,Manipur,9,9,9.0
transportation,road-transportation,ch4,Meghalaya,10,10,10.0
transportation,road-transportation,ch4,Mizoram,8,8,8.0
transportation,road-transportation,ch4,NCT of Delhi,1,1,1.0
transportation,road-transportation,ch4,Nagaland,11,11,11.0
transportation,road-transportation,ch4,Odisha,30,30,30.0
transportation,road-transportation,ch4,Puducherry,4,4,4.0
transportation,road-transportation,ch4,Punjab,22,22,22.0
transportation,road-transportation,ch4,Rajasthan,33,33,33.0
transportation,road-transportation,ch4,Sikkim,4,4,4.0
transportation,road-transportation,ch4,Tamil Nadu,32,32,32.0
transportation,road-transportation,ch4,Telangana,10,10,10.0
transportation,road-transportation,ch4,Tripura,8,8,8.0
transportation,road-transportation,ch4,Uttar Pradesh,75,75,75.0
transportation,road-transportation,ch4,Uttarakhand,16,16,16.0
transportation,road-transportation,ch4,West Bengal,20,20,20.0
transportation,road-transportation,co2,Andaman and Nicobar,3,3,3.0
transportation,road-transportation,co2,Andhra Pradesh,13,13,13.0
transportation,road-transportation,co2,Arunachal Pradesh,22,22,22.0
transportation,road-transportation,co2,Assam,27,27,27.0
transportation,road-transportation,co2,Bihar,38,38,38.0
transportation,road-transportation,co2,Chandigarh,1,1,1.0
transportation,road-transportation,co2,Chhattisgarh,27,27,27.0
transportation,road-transportation,co2,Dadra and Nagar Haveli,1,1,1.0
transportation,road-transportation,co2,Daman and Diu,2,2,2.0
transportation,road-transportation,co2,Goa,2,2,2.0
transportation,road-transportation,co2,Gujarat,33,33,33.0
transportation,road-transportation,co2,Haryana,21,21,21.0
transportation,road-transportation,co2,Himachal Pradesh,15,15,15.0
transportation,road-transportation,co2,Jammu and Kashmir,22,22,22.0
transportation,road-transportation,co2,Jharkhand,24,24,24.0
transportation,road-transportation,co2,Karnataka,30,30,30.0
transportation,road-transportation,co2,Kerala,14,14,14.0
transportation,road-transportation,co2,Lakshadweep,1,1,1.0
transportation,road-transportation,co2,Madhya Pradesh,51,51,51.0
transportation,road-transportation,co2,Maharashtra,36,36,36.0
transportation,road-transportation,co2,Manipur,9,9,9.0
transportation,road-transportation,co2,Meghalaya,10,10,10.0
transportation,road-transportation,co2,Mizoram,8,8,8.0
transportation,road-transportation,co2,NCT of Delhi,1,1,1.0
transportation,road-transportation,co2,Nagaland,11,11,11.0
transportation,road-transportation,co2,Odisha,30,30,30.0
transportation,road-transportation,co2,Puducherry,4,4,4.0
transportation,road-transportation,co2,Punjab,22,22,22.0
transportation,road-transportation,co2,Rajasthan,33,33,33.0
transportation,road-transportation,co2,Sikkim,4,4,4.0
transportation,road-transportation,co2,Tamil Nadu,32,32,32.0
transportation,road-transportation,co2,Telangana,10,10,10.0
transportation,road-transportation,co2,Tripura,8,8,8.0
transportation,road-transportation,co2,Uttar Pradesh,75,75,75.0
transportation,road-transportation,co2,Uttarakhand,16,16,16.0
transportation,road-transportation,co2,West Bengal,20,20,20.0
transportation,road-transportation,n2o,Andaman and Nicobar,3,3,3.0
transportation,road-transportation,n2o,Andhra Pradesh,13,13,13.0
transportation,road-transportation,n2o,Arunachal Pradesh,22,22,22.0
transportation,road-transportation,n2o,Assam,27,27,27.0
transportation,road-transportation,n2o,Bihar,38,38,38.0
transportation,road-transportation,n2o,Chandigarh,1,1,1.0
transportation,road-transportation,n2o,Chhattisgarh,27,27,27.0
transportation,road-transportation,n2o,Dadra and Nagar Haveli,1,1,1.0
transportation,road-transportation,n2o,Daman and Diu,2,2,2.0
transportation,road-transportation,n2o,Goa,2,2,2.0
transportation,road-transportation,n2o,Gujarat,33,33,33.0
transportation,road-transportation,n2o,Haryana,21,21,21.0
transportation,road-transportation,n2o,Himachal Pradesh,15,15,15.0
transportation,road-transportation,n2o,Jammu and Kashmir,22,22,22.0
transportation,road-transportation,n2o,Jharkhand,24,24,24.0
transportation,road-transportation,n2o,Karnataka,30,30,30.0
transportation,road-transportation,n2o,Kerala,14,14,14.0
transportation,road-transportation,n2o,Lakshadweep,1,1,1.0
transportation,road-transportation,n2o,Madhya Pradesh,51,51,51.0
transportation,road-transportation,n2o,Maharashtra,36,36,36.0
transportation,road-transportation,n2o,Manipur,9,9,9.0
transportation,road-transportation,n2o,Meghalaya,10,10,10.0
transportation,road-transportation,n2o,Mizoram,8,8,8.0
transportation,road-transportation,n2o,NCT of Delhi,1,1,1.0
transportation,road-transportation,n2o,Nagaland,11,11,11.0
transportation,road-transportation,n2o,Odisha,30,30,30.0
transportation,road-transportation,n2o,Puducherry,4,4,4.0
transportation,road-transportation,n2o,Punjab,22,22,22.0
transportation,road-transportation,n2o,Rajasthan,33,33,33.0
transportation,road-transportation,n2o,Sikkim,4,4,4.0
transportation,road-transportation,n2o,Tamil Nadu,32,32,32.0
transportation,road-transportation,n2o,Telangana,10,10,10.0
transportation,road-transportation,n2o,Tripura,8,8,8.0
transportation,road-transportation,n2o,Uttar Pradesh,75,75,75.0
transportation,road-transportation,n2o,Uttarakhand,16,16,16.0
transportation,road-transportation,n2o,West Bengal,20,20,20.0
